date,site_id,line,direction,point,top_layer,code_1,code_2,code_3,soil_surface
8/27/2020,PSG-01,2,120,21,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,22,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,23,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,24,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,25,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,26,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,27,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,28,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,29,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,30,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,31,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,32,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,33,SCAM,LITTER,,,S
8/27/2020,PSG-01,2,120,34,DISP,LITTER,,,S
8/27/2020,PSG-01,2,120,35,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,36,SCAM,LITTER,,,S
8/27/2020,PSG-01,2,120,37,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,38,SCAM,LITTER,,,S
8/27/2020,PSG-01,2,120,39,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,40,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,41,SCAM,LITTER,,,S
8/27/2020,PSG-01,2,120,42,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,43,SCAM,LITTER,,,S
8/27/2020,PSG-01,2,120,44,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,45,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,46,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,47,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,48,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,49,NONE,LITTER,,,S
8/27/2020,PSG-01,2,120,50,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,1,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,2,DISP,LITTER,,,S
8/27/2020,PSG-01,3,240,3,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,4,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,5,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,6,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,7,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,8,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,9,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,10,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,11,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,12,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,13,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,14,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,15,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,16,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,17,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,18,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,19,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,20,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,21,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,22,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,23,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,24,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,25,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,26,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,27,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,28,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,29,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,30,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,31,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,32,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,33,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,34,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,35,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,36,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,37,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,38,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,39,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,40,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,41,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,42,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,43,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,44,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,45,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,46,NONE,LITTER,,,S
8/27/2020,PSG-01,3,240,47,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,48,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,49,SCAM,LITTER,,,S
8/27/2020,PSG-01,3,240,50,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,1,DISP,UNK FORB,LITTER,,S
9/11/2020,BR-05,1,0,2,BOMA,,,,S
9/11/2020,BR-05,1,0,3,BOMA,LITTER,,,S
9/11/2020,BR-05,1,0,4,DISP,BOMA,LITTER,,S
9/11/2020,BR-05,1,0,5,DISP,,,,S
9/11/2020,BR-05,1,0,6,BOMA,DISP,UNK FORB,LITTER,S
9/11/2020,BR-05,1,0,7,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,8,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,9,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,10,DISP,,,,S
9/11/2020,BR-05,1,0,11,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,12,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,13,DISP,,,,S
9/11/2020,BR-05,1,0,14,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,15,DISP,BOMA,,,S
9/11/2020,BR-05,1,0,16,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,17,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,18,DISP,,,,S
9/11/2020,BR-05,1,0,19,SARU,UNK FORB,,,S
9/11/2020,BR-05,1,0,20,DISP,,,,S
9/11/2020,BR-05,1,0,21,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,22,DISP,,,,S
9/11/2020,BR-05,1,0,23,DISP,LITTER,,,S
9/11/2020,BR-05,1,0,24,SARU,UNK FORB,,,S
9/11/2020,BR-05,1,0,25,UNK FORB,,,,S
9/11/2020,BR-05,1,0,26,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,27,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,28,PHRAG,,,,S
9/11/2020,BR-05,1,0,29,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,30,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,31,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,32,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,33,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,34,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,35,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,36,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,37,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,38,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,39,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,40,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,41,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,42,NONE,LITTER,,,S
9/11/2020,BR-05,1,0,43,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,44,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,45,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,46,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,47,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,48,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,49,PHRAG,LITTER,,,S
9/11/2020,BR-05,1,0,50,PHRAG,LITTER,,,S
9/11/2020,BR-05,2,120,1,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,2,BOME,DISP,LITTER,,S
9/11/2020,BR-05,2,120,3,BOME,DISP,LITTER,,S
9/11/2020,BR-05,2,120,4,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,5,BOME,LITTER,,,S
9/11/2020,BR-05,2,120,6,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,7,DISP,SARU,,,S
9/11/2020,BR-05,2,120,8,BOMA,DISP,,,S
9/11/2020,BR-05,2,120,9,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,10,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,11,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,12,BOMA,DISP,,,S
9/11/2020,BR-05,2,120,13,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,14,DISP,,,,S
9/11/2020,BR-05,2,120,15,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,16,DISP,UNK FORB,LITTER,,S
9/11/2020,BR-05,2,120,17,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,18,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,19,BOMA,DISP,LITTER,,S
9/11/2020,BR-05,2,120,20,DISP,BOMA,,,S
9/11/2020,BR-05,2,120,21,DISP,,,,S
9/11/2020,BR-05,2,120,22,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,23,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,24,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,25,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,26,RUST,DISP,LITTER,,S
9/11/2020,BR-05,2,120,27,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,28,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,29,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,30,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,31,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,32,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,33,DISP,,,,S
9/11/2020,BR-05,2,120,34,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,35,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,36,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,37,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,38,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,39,NONE,LITTER,,,S
9/11/2020,BR-05,2,120,40,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,41,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,42,DISP,LITTER,,,S
9/11/2020,BR-05,2,120,43,NONE,LITTER,,,S
9/11/2020,BR-05,2,120,44,PHRAG,DISP,LITTER,,S
9/11/2020,BR-05,2,120,45,PHRAG,DISP,LITTER,,S
9/11/2020,BR-05,2,120,46,PHRAG,LITTER,,,S
9/11/2020,BR-05,2,120,47,PHRAG,DISP,LITTER,,S
9/11/2020,BR-05,2,120,48,NONE,LITTER,,,S
9/11/2020,BR-05,2,120,49,PHRAG,,,,S
9/11/2020,BR-05,2,120,50,NONE,LITTER,,,S
9/11/2020,BR-05,3,240,1,NONE,LITTER,,,S
9/11/2020,BR-05,3,240,2,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,3,DISP,BOMA,LITTER,,S
9/11/2020,BR-05,3,240,4,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,5,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,6,DISP,UNK FORB,BOMA,LITTER,S
9/11/2020,BR-05,3,240,7,UNK FORB,LITTER,,,S
9/11/2020,BR-05,3,240,8,BOMA,DISP,LITTER,,S
9/11/2020,BR-05,3,240,9,BOMA,DISP,LITTER,,S
9/11/2020,BR-05,3,240,10,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,11,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,12,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,13,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,14,NONE,LITTER,,,S
9/11/2020,BR-05,3,240,15,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,16,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,17,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,18,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,19,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,20,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,21,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,22,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,23,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,24,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,25,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,26,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,27,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,28,DISP,UNK FORB,LITTER,,S
9/11/2020,BR-05,3,240,29,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,30,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,31,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,32,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,33,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,34,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,35,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,36,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,37,PUNU,LITTER,,,S
9/11/2020,BR-05,3,240,38,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,39,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,40,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,41,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,42,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,43,PHRAG,DISP,LITTER,,S
9/11/2020,BR-05,3,240,44,LELA,DISP,LITTER,,S
9/11/2020,BR-05,3,240,45,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,46,DISP,SARU,LITTER,,S
9/11/2020,BR-05,3,240,47,PHRAG,DISP,LITTER,,S
9/11/2020,BR-05,3,240,48,PHRAG,LITTER,,,S
9/11/2020,BR-05,3,240,49,DISP,LITTER,,,S
9/11/2020,BR-05,3,240,50,PHRAG,DISP,LITTER,,S
9/9/2020,BR-04,1,0,1,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,2,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,3,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,4,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,5,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,6,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,7,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,8,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,9,POMO,LITTER,,,S
9/9/2020,BR-04,1,0,10,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,11,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,12,ELPA,POMO,LITTER,,S
9/9/2020,BR-04,1,0,13,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,14,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,15,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,16,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,17,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,18,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,19,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,20,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,21,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,22,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,23,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,24,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,25,POMO,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,26,THIN,DISP,LITTER,,S
9/9/2020,BR-04,1,0,27,UNK BROME,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,28,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,29,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,30,NONE,LITTER,,,S
9/9/2020,BR-04,1,0,31,THIN,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,32,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,33,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,34,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,35,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,36,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,37,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,38,ELPA,DISP,LITTER,,S
9/9/2020,BR-04,1,0,39,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,40,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,41,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,1,0,42,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,43,NONE,,,,AD
9/9/2020,BR-04,1,0,44,UNK BROME,LITTER,,,S
9/9/2020,BR-04,1,0,45,ELPA,UNK BROME,LITTER,,S
9/9/2020,BR-04,1,0,46,ELPA,DISP,LITTER,,S
9/9/2020,BR-04,1,0,47,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,48,DISP,LITTER,,,S
9/9/2020,BR-04,1,0,49,ELPA,LITTER,,,S
9/9/2020,BR-04,1,0,50,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,1,UNK BROME,LITTER,,,S
9/9/2020,BR-04,2,120,2,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,3,HOJU,LITTER,,,S
9/9/2020,BR-04,2,120,4,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,5,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,6,UNK BROME,LITTER,,,S
9/9/2020,BR-04,2,120,7,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,8,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,9,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,2,120,10,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,11,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,12,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,13,DISP,AMAR,LITTER,,S
9/9/2020,BR-04,2,120,14,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,15,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,16,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,17,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,2,120,18,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,19,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,20,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,21,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,22,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,23,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,24,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,25,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,26,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,27,HOJU,LITTER,,,S
9/9/2020,BR-04,2,120,28,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,29,UNK BROME,DISP,LITTER,,S
9/9/2020,BR-04,2,120,30,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,31,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,32,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,33,AMAR,ELPA,LITTER,,S
9/9/2020,BR-04,2,120,34,AMAR,LITTER,,,S
9/9/2020,BR-04,2,120,35,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,36,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,2,120,37,DISP,HOJU,LITTER,,S
9/9/2020,BR-04,2,120,38,HOJU,LITTER,,,S
9/9/2020,BR-04,2,120,39,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,40,NONE,LITTER,,,S
9/9/2020,BR-04,2,120,41,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,42,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,43,ELPA,LITTER,,,S
9/9/2020,BR-04,2,120,44,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,45,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,46,HOJU,DISP,LITTER,,S
9/9/2020,BR-04,2,120,47,HOJU,LITTER,,,S
9/9/2020,BR-04,2,120,48,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,49,DISP,LITTER,,,S
9/9/2020,BR-04,2,120,50,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,1,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,2,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,3,ELPA,LITTER,,,S
9/9/2020,BR-04,3,240,4,UNK BROME,DISP,LITTER,,S
9/9/2020,BR-04,3,240,5,HOJU,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,6,THIN,DISP,LITTER,,S
9/9/2020,BR-04,3,240,7,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,8,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,9,DISP,JUAR,LITTER,,S
9/9/2020,BR-04,3,240,10,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,11,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,12,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,13,JUAR,DISP,LITTER,,S
9/9/2020,BR-04,3,240,14,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,15,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,16,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,17,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,18,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,19,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,20,JUAR,,,,S
9/9/2020,BR-04,3,240,21,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,22,JUAR,LITTER,,,S
9/9/2020,BR-04,3,240,23,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,24,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,25,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,26,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,27,HOJU,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,28,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,29,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,30,DISP,ELPA,LITTER,,S
9/9/2020,BR-04,3,240,31,POMO,LITTER,,,S
9/9/2020,BR-04,3,240,32,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,33,DISP,PHRAG,ELPA,LITTER,S
9/9/2020,BR-04,3,240,34,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,35,DISP,PHRAG,LITTER,,S
9/9/2020,BR-04,3,240,36,ELPA,LITTER,,,S
9/9/2020,BR-04,3,240,37,POMO,LITTER,,,S
9/9/2020,BR-04,3,240,38,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,39,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,40,PHRAG,LITTER,,,S
9/9/2020,BR-04,3,240,41,PHRAG,,,,S
9/9/2020,BR-04,3,240,42,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,43,PHRAG,LITTER,,,S
9/9/2020,BR-04,3,240,44,PHRAG,LITTER,,,S
9/9/2020,BR-04,3,240,45,NONE,LITTER,,,S
9/9/2020,BR-04,3,240,46,PHRAG,DISP,LITTER,,S
9/9/2020,BR-04,3,240,47,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,48,HOJU,DISP,LITTER,,S
9/9/2020,BR-04,3,240,49,DISP,LITTER,,,S
9/9/2020,BR-04,3,240,50,DISP,LITTER,,,S
